3,996748e+002;0,000000e+000
4,001569e+002;1,363861e+000
4,006390e+002;1,428609e+000
4,011211e+002;1,501245e+000
4,016032e+002;1,561775e+000
4,020854e+002;1,597075e+000
4,025675e+002;1,602481e+000
4,030496e+002;1,582289e+000
4,035317e+002;1,552705e+000
4,040138e+002;1,534220e+000
4,044959e+002;1,537446e+000
4,049781e+002;1,558521e+000
4,054602e+002;1,589330e+000
4,059423e+002;1,625320e+000
4,064244e+002;1,665831e+000
4,069065e+002;1,711981e+000
4,073886e+002;1,761490e+000
4,078708e+002;1,806735e+000
4,083529e+002;1,839669e+000
4,088350e+002;1,859899e+000
4,093171e+002;1,870516e+000
4,097992e+002;1,868462e+000
4,102813e+002;1,839183e+000
4,107635e+002;1,764427e+000
4,112456e+002;1,650016e+000
4,117277e+002;1,537650e+000
4,122098e+002;1,461194e+000
4,126919e+002;1,420190e+000
4,131740e+002;1,399511e+000
4,136562e+002;1,387431e+000
4,141383e+002;1,378667e+000
4,146204e+002;1,374799e+000
4,151025e+002;1,381677e+000
4,155846e+002;1,403933e+000
4,160667e+002;1,440591e+000
4,165489e+002;1,487990e+000
4,170310e+002;1,545765e+000
4,175131e+002;1,621254e+000
4,179952e+002;1,735285e+000
4,184773e+002;1,941122e+000
4,189594e+002;2,467018e+000
4,194416e+002;6,000000e+000
4,199237e+002;6,000000e+000
4,204058e+002;6,000000e+000
4,208879e+002;6,000000e+000
4,213700e+002;6,000000e+000
4,218521e+002;6,000000e+000
4,223343e+002;6,000000e+000
4,228164e+002;6,000000e+000
4,232985e+002;6,000000e+000
4,237806e+002;6,000000e+000
4,242627e+002;6,000000e+000
4,247448e+002;6,000000e+000
4,252270e+002;6,000000e+000
4,257091e+002;6,000000e+000
4,261912e+002;6,000000e+000
4,266733e+002;6,000000e+000
4,271554e+002;6,000000e+000
4,276375e+002;6,000000e+000
4,281197e+002;6,000000e+000
4,286018e+002;6,000000e+000
4,290839e+002;6,000000e+000
4,295660e+002;6,000000e+000
4,300481e+002;6,000000e+000
4,305302e+002;6,000000e+000
4,310124e+002;6,000000e+000
4,314945e+002;6,000000e+000
4,319766e+002;6,000000e+000
4,324587e+002;6,000000e+000
4,329408e+002;6,000000e+000
4,334229e+002;6,000000e+000
4,339051e+002;6,000000e+000
4,343872e+002;6,000000e+000
4,348693e+002;6,000000e+000
4,353514e+002;6,000000e+000
4,358335e+002;3,292232e+000
4,363156e+002;6,000000e+000
4,367978e+002;6,000000e+000
4,372799e+002;6,000000e+000
4,377620e+002;6,000000e+000
4,382441e+002;6,000000e+000
4,387262e+002;6,000000e+000
4,392083e+002;6,000000e+000
4,396905e+002;6,000000e+000
4,401726e+002;6,000000e+000
4,406547e+002;6,000000e+000
4,411368e+002;6,000000e+000
4,416189e+002;6,000000e+000
4,421010e+002;6,000000e+000
4,425832e+002;6,000000e+000
4,430653e+002;6,000000e+000
4,435474e+002;6,000000e+000
4,440295e+002;6,000000e+000
4,445116e+002;6,000000e+000
4,449937e+002;6,000000e+000
4,454759e+002;6,000000e+000
4,459580e+002;6,000000e+000
4,464401e+002;6,000000e+000
4,469222e+002;6,000000e+000
4,474043e+002;6,000000e+000
4,478864e+002;6,000000e+000
4,483686e+002;6,000000e+000
4,488507e+002;6,000000e+000
4,493328e+002;6,000000e+000
4,498149e+002;6,000000e+000
4,502970e+002;6,000000e+000
4,507791e+002;6,000000e+000
4,512613e+002;6,000000e+000
4,517434e+002;6,000000e+000
4,522255e+002;6,000000e+000
4,527076e+002;6,000000e+000
4,531897e+002;6,000000e+000
4,536718e+002;6,000000e+000
4,541540e+002;6,000000e+000
4,546361e+002;6,000000e+000
4,551182e+002;6,000000e+000
4,556003e+002;6,000000e+000
4,560824e+002;6,000000e+000
4,565645e+002;6,000000e+000
4,570467e+002;6,000000e+000
4,575288e+002;6,000000e+000
4,580109e+002;6,000000e+000
4,584930e+002;2,358621e+000
4,589751e+002;1,801470e+000
4,594572e+002;1,593677e+000
4,599394e+002;1,457312e+000
4,604215e+002;1,342118e+000
4,609036e+002;1,237629e+000
4,613857e+002;1,150790e+000
4,618678e+002;1,091287e+000
4,623499e+002;1,059565e+000
4,628321e+002;1,046038e+000
4,633142e+002;1,039053e+000
4,637963e+002;1,030156e+000
4,642784e+002;1,016236e+000
4,647606e+002;9,988793e-001
4,652427e+002;9,828730e-001
4,657248e+002;9,717639e-001
4,662069e+002;9,646508e-001
4,666890e+002;9,567728e-001
4,671711e+002;9,434013e-001
4,676533e+002;9,220679e-001
4,681354e+002;8,942622e-001
4,686175e+002;8,649413e-001
4,690996e+002;8,412803e-001
4,695817e+002;8,285267e-001
4,700638e+002;8,268900e-001
4,705460e+002;8,318414e-001
4,710281e+002;8,371114e-001
4,715102e+002;8,379500e-001
4,719923e+002;8,326537e-001
4,724744e+002;8,234369e-001
4,729565e+002;8,148029e-001
4,734387e+002;8,104455e-001
4,739208e+002;8,102555e-001
4,744029e+002;8,111104e-001
4,748850e+002;8,093954e-001
4,753671e+002;8,033637e-001
4,758492e+002;7,938452e-001
4,763314e+002;7,840965e-001
4,768135e+002;7,780126e-001
4,772956e+002;7,779245e-001
4,777777e+002;7,828493e-001
4,782598e+002;7,892429e-001
4,787419e+002;7,930158e-001
4,792241e+002;7,916183e-001
4,797062e+002;7,850999e-001
4,801883e+002;7,759337e-001
4,806704e+002;7,677768e-001
4,811525e+002;7,631689e-001
4,816346e+002;7,622188e-001
4,821168e+002;7,626415e-001
4,825989e+002;7,616036e-001
4,830810e+002;7,573910e-001
4,835631e+002;7,505852e-001
4,840452e+002;7,438909e-001
4,845273e+002;7,410793e-001
4,850095e+002;7,446007e-001
4,854916e+002;7,541083e-001
4,859737e+002;7,668734e-001
4,864558e+002;7,794760e-001
4,869379e+002;7,895148e-001
4,874200e+002;7,961228e-001
4,879022e+002;8,001020e-001
4,883843e+002;8,030720e-001
4,888664e+002;8,064495e-001
4,893485e+002;8,104693e-001
4,898306e+002;8,142246e-001
4,903127e+002;8,162910e-001
4,907949e+002;8,157615e-001
4,912770e+002;8,127769e-001
4,917591e+002;8,086690e-001
4,922412e+002;8,052642e-001
4,927233e+002;8,040183e-001
4,932054e+002;8,052360e-001
4,936876e+002;8,081098e-001
4,941697e+002;8,113884e-001
4,946518e+002;8,142052e-001
4,951339e+002;8,165411e-001
4,956160e+002;8,191630e-001
4,960981e+002;8,230993e-001
4,965803e+002;8,288829e-001
4,970624e+002;8,361437e-001
4,975445e+002;8,436944e-001
4,980266e+002;8,502003e-001
4,985087e+002;8,546794e-001
4,989908e+002;8,569807e-001
4,994730e+002;8,577570e-001
4,999551e+002;8,581767e-001
5,004372e+002;8,593264e-001
5,009193e+002;8,616905e-001
5,014014e+002;8,650647e-001
5,018835e+002;8,687846e-001
5,023657e+002;8,722426e-001
5,028478e+002;8,751970e-001
5,033299e+002;8,778951e-001
5,038120e+002;8,808126e-001
5,042941e+002;8,843542e-001
5,047762e+002;8,885719e-001
5,052584e+002;8,931885e-001
5,057405e+002;8,977757e-001
5,062226e+002;9,020380e-001
5,067047e+002;9,059134e-001
5,071868e+002;9,095882e-001
5,076689e+002;9,132868e-001
